PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.3821510392088101,0.3821510392088101
PC2,0.18689842743282048,0.5690494666416306
PC3,0.0782991214243889,0.6473485880660195
PC4,0.07062425333698408,0.7179728414030035
PC5,0.05577792911165749,0.773750770514661
PC6,0.04951259810244912,0.8232633686171101
PC7,0.04405403949403911,0.8673174081111492
PC8,0.03996555003967381,0.907282958150823
PC9,0.03692693635394193,0.944209894504765
PC10,0.03139247181087263,0.9756023663156377
