PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.29605585383839916,0.29605585383839916
PC2,0.196200001885599,0.49225585572399816
PC3,0.11475344445986416,0.6070093001838623
PC4,0.07833207387191939,0.6853413740557818
PC5,0.06149144956274163,0.7468328236185234
PC6,0.05393624331392865,0.8007690669324521
PC7,0.05108875516257317,0.8518578220950253
PC8,0.04481051728342203,0.8966683393784473
PC9,0.04057430073855275,0.937242640117
PC10,0.03508498328613709,0.972327623403137
